,atm_name,weekday,festival_religion,working_day,holiday_sequence,trans_date_set,trans_month,trans_year,prevweek_mean,total_amount_withdrawn
5129,Mount Road ATM,FRIDAY,NH,W,WWH,5,10,2013,456343,658700
5134,Mount Road ATM,SATURDAY,NH,H,WHH,6,10,2013,456343,650400
5139,Mount Road ATM,SUNDAY,NH,H,HHW,6,10,2013,456343,470800
5144,Mount Road ATM,MONDAY,NH,W,HWW,6,10,2013,613800,891700
5149,Mount Road ATM,TUESDAY,NH,W,WWW,6,10,2013,613800,651200
5154,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,10,2013,613800,631300
5159,Mount Road ATM,THURSDAY,NH,W,WWW,7,10,2013,613800,715500
5164,Mount Road ATM,FRIDAY,NH,W,WWH,1,11,2013,613800,789300
5169,Mount Road ATM,SATURDAY,NH,H,WHH,1,11,2013,613800,233000
5174,Mount Road ATM,SUNDAY,H,H,HHW,1,11,2013,613800,158000
5179,Mount Road ATM,MONDAY,NH,W,HWH,1,11,2013,581429,845400
5184,Mount Road ATM,TUESDAY,M,H,WHW,1,11,2013,581429,879100
5189,Mount Road ATM,WEDNESDAY,NH,W,HWW,2,11,2013,581429,646400
5194,Mount Road ATM,THURSDAY,NH,W,WWW,2,11,2013,581429,840500
5199,Mount Road ATM,FRIDAY,NH,W,WWH,2,11,2013,581429,707200
5204,Mount Road ATM,SATURDAY,NH,H,WHH,2,11,2013,581429,755900
5209,Mount Road ATM,SUNDAY,NH,H,HHW,2,11,2013,581429,350300
5214,Mount Road ATM,MONDAY,NH,W,HWW,3,11,2013,717829,811200
5219,Mount Road ATM,TUESDAY,NH,W,WWW,3,11,2013,717829,887400
5224,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,11,2013,717829,285600
5229,Mount Road ATM,THURSDAY,NH,W,WWW,3,11,2013,717829,806900
5234,Mount Road ATM,FRIDAY,NH,W,WWH,3,11,2013,717829,325200
5239,Mount Road ATM,SATURDAY,NH,H,WHH,4,11,2013,717829,499400
5244,Mount Road ATM,SUNDAY,NH,H,HHW,4,11,2013,717829,260600
5249,Mount Road ATM,MONDAY,NH,W,HWW,4,11,2013,553758,712000
5254,Mount Road ATM,TUESDAY,NH,W,WWW,4,11,2013,553758,775300
5259,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,11,2013,553758,492400
5264,Mount Road ATM,THURSDAY,NH,W,WWW,5,11,2013,553758,621700
5269,Mount Road ATM,FRIDAY,NH,W,WWH,5,11,2013,553758,652700
5274,Mount Road ATM,SATURDAY,NH,H,WHH,5,11,2013,553758,460500
5279,Mount Road ATM,SUNDAY,NH,H,HHW,5,11,2013,553758,165100
5284,Mount Road ATM,MONDAY,NH,W,HWW,5,11,2013,554243,444300
5289,Mount Road ATM,TUESDAY,NH,W,WWW,6,11,2013,554243,512600
5294,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,11,2013,554243,510600
5299,Mount Road ATM,THURSDAY,NH,W,WWW,6,11,2013,554243,433800
5304,Mount Road ATM,FRIDAY,NH,W,WWH,6,11,2013,554243,850600
5309,Mount Road ATM,SATURDAY,NH,H,WHH,6,11,2013,554243,756400
5314,Mount Road ATM,SUNDAY,NH,H,HHW,1,12,2013,554243,419400
5319,Mount Road ATM,MONDAY,NH,W,HWW,1,12,2013,561100,653500
5324,Mount Road ATM,TUESDAY,NH,W,WWW,1,12,2013,561100,869800
5329,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,12,2013,561100,893400
5334,Mount Road ATM,THURSDAY,NH,W,WWW,1,12,2013,561100,910300
5339,Mount Road ATM,FRIDAY,NH,W,WWH,2,12,2013,561100,775300
5344,Mount Road ATM,SATURDAY,NH,H,WHH,2,12,2013,561100,761800
5349,Mount Road ATM,SUNDAY,NH,H,HHW,2,12,2013,561100,473200
5354,Mount Road ATM,MONDAY,NH,W,HWW,2,12,2013,762472,883100
5359,Mount Road ATM,TUESDAY,NH,W,WWW,2,12,2013,762472,631400
5364,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,12,2013,762472,546500
5369,Mount Road ATM,THURSDAY,NH,W,WWW,3,12,2013,762472,452100
5407,Mount Road ATM,MONDAY,NH,W,HWW,6,12,2013,362543,534800
5412,Mount Road ATM,TUESDAY,NH,W,WWH,7,12,2013,362543,922400
5417,Mount Road ATM,WEDNESDAY,C,H,WHW,1,1,2014,510600,268800
5422,Mount Road ATM,THURSDAY,NH,W,HWW,1,1,2014,510600,1031000
5427,Mount Road ATM,FRIDAY,NH,W,WWH,1,1,2014,510600,653800
5432,Mount Road ATM,SATURDAY,NH,H,WHH,1,1,2014,510600,769900
5437,Mount Road ATM,SUNDAY,NH,H,HHW,1,1,2014,510600,395000
5442,Mount Road ATM,MONDAY,NH,W,HWW,2,1,2014,623700,1187800
5447,Mount Road ATM,TUESDAY,NH,W,WWW,2,1,2014,623700,1243400
5452,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,1,2014,623700,685600
5457,Mount Road ATM,THURSDAY,NH,W,WWW,2,1,2014,623700,769500
5462,Mount Road ATM,FRIDAY,NH,W,WWH,2,1,2014,623700,786500
5467,Mount Road ATM,SATURDAY,NH,H,WHH,3,1,2014,623700,649500
5472,Mount Road ATM,SUNDAY,NH,H,HHW,3,1,2014,623700,509000
5477,Mount Road ATM,MONDAY,NH,W,HWH,3,1,2014,833043,580100
5482,Mount Road ATM,TUESDAY,H,H,WHH,3,1,2014,833043,293000
5487,Mount Road ATM,WEDNESDAY,H,H,HHH,3,1,2014,833043,377200
5492,Mount Road ATM,THURSDAY,H,H,HHW,4,1,2014,833043,352600
5497,Mount Road ATM,FRIDAY,NH,W,HWH,4,1,2014,833043,660800
5502,Mount Road ATM,SATURDAY,NH,H,WHH,4,1,2014,833043,598900
5507,Mount Road ATM,SUNDAY,NH,H,HHW,4,1,2014,833043,266000
5512,Mount Road ATM,MONDAY,NH,W,HWW,4,1,2014,446943,550500
5517,Mount Road ATM,TUESDAY,NH,W,WWW,5,1,2014,446943,373800
5522,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,1,2014,446943,572800
5527,Mount Road ATM,THURSDAY,NH,W,WWW,5,1,2014,446943,564300
5532,Mount Road ATM,FRIDAY,NH,W,WWH,5,1,2014,446943,591200
5537,Mount Road ATM,SATURDAY,NH,H,WHH,5,1,2014,446943,579700
5542,Mount Road ATM,SUNDAY,N,H,HHW,6,1,2014,446943,365800
5547,Mount Road ATM,MONDAY,NH,W,HWW,6,1,2014,514015,511600
5552,Mount Road ATM,TUESDAY,NH,W,WWW,6,1,2014,514015,367500
5557,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,1,2014,514015,606900
5562,Mount Road ATM,THURSDAY,NH,W,WWW,6,1,2014,514015,487200
5567,Mount Road ATM,FRIDAY,NH,W,WWH,7,1,2014,514015,692200
5572,Mount Road ATM,SATURDAY,NH,H,WHH,1,2,2014,514015,651400
5577,Mount Road ATM,SUNDAY,NH,H,HHW,1,2,2014,514015,556200
5582,Mount Road ATM,MONDAY,NH,W,HWW,1,2,2014,553286,643200
5587,Mount Road ATM,TUESDAY,NH,W,WWW,1,2,2014,553286,727100
5592,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,2,2014,553286,741900
5597,Mount Road ATM,THURSDAY,NH,W,WWW,2,2,2014,553286,876300
5602,Mount Road ATM,FRIDAY,NH,W,WWH,2,2,2014,553286,710100
5607,Mount Road ATM,SATURDAY,NH,H,WHH,2,2,2014,553286,773700
5612,Mount Road ATM,SUNDAY,NH,H,HHW,2,2,2014,553286,197100
5617,Mount Road ATM,MONDAY,NH,W,HWW,2,2,2014,667058,881600
5622,Mount Road ATM,TUESDAY,NH,W,WWW,3,2,2014,667058,649600
5627,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,2,2014,667058,787200
5632,Mount Road ATM,THURSDAY,NH,W,WWW,3,2,2014,667058,575400
5637,Mount Road ATM,FRIDAY,NH,W,WWH,3,2,2014,667058,484200
5642,Mount Road ATM,SATURDAY,NH,H,WHH,3,2,2014,667058,832500
5647,Mount Road ATM,SUNDAY,NH,H,HHW,4,2,2014,667058,434600
5652,Mount Road ATM,MONDAY,NH,W,HWW,4,2,2014,663586,565600
5657,Mount Road ATM,TUESDAY,NH,W,WWW,4,2,2014,663586,423600
5662,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,2,2014,663586,548000
5667,Mount Road ATM,THURSDAY,NH,W,WWW,4,2,2014,663586,771500
5672,Mount Road ATM,FRIDAY,NH,W,WWH,5,2,2014,663586,562700
5677,Mount Road ATM,SATURDAY,NH,H,WHH,5,2,2014,663586,511800
5682,Mount Road ATM,SUNDAY,NH,H,HHW,5,2,2014,663586,208000
5687,Mount Road ATM,MONDAY,NH,W,HWW,5,2,2014,513029,617700
5692,Mount Road ATM,TUESDAY,NH,W,WWW,5,2,2014,513029,565700
5697,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,2,2014,513029,408500
5702,Mount Road ATM,THURSDAY,NH,W,WWW,6,2,2014,513029,506500
5707,Mount Road ATM,FRIDAY,NH,W,WWH,6,2,2014,513029,540900
5712,Mount Road ATM,SATURDAY,NH,H,WHH,1,3,2014,513029,805400
5717,Mount Road ATM,SUNDAY,NH,H,HHW,1,3,2014,513029,435300
5722,Mount Road ATM,MONDAY,NH,W,HWW,1,3,2014,554286,811400
5727,Mount Road ATM,TUESDAY,NH,W,WWW,1,3,2014,554286,761000
5732,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,3,2014,554286,922700
5737,Mount Road ATM,THURSDAY,NH,W,WWW,2,3,2014,554286,794400
5742,Mount Road ATM,FRIDAY,NH,W,WWH,2,3,2014,554286,586700
5747,Mount Road ATM,SATURDAY,NH,H,WHH,2,3,2014,554286,949600
5752,Mount Road ATM,SUNDAY,NH,H,HHW,2,3,2014,554286,493400
5757,Mount Road ATM,MONDAY,NH,W,HWW,2,3,2014,759886,834100
5762,Mount Road ATM,TUESDAY,NH,W,WWW,3,3,2014,759886,684000
5767,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,3,2014,759886,629600
5772,Mount Road ATM,THURSDAY,NH,W,WWW,3,3,2014,759886,388500
5777,Mount Road ATM,FRIDAY,NH,W,WWH,3,3,2014,759886,620800
5782,Mount Road ATM,SATURDAY,NH,H,WHH,3,3,2014,759886,492800
5787,Mount Road ATM,SUNDAY,NH,H,HHW,4,3,2014,759886,376300
5792,Mount Road ATM,MONDAY,NH,W,HWW,4,3,2014,575158,1235000
5797,Mount Road ATM,TUESDAY,NH,W,WWW,4,3,2014,575158,498900
5802,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,3,2014,575158,788000
5807,Mount Road ATM,THURSDAY,NH,W,WWW,4,3,2014,575158,638300
5812,Mount Road ATM,FRIDAY,NH,W,WWH,5,3,2014,575158,709800
5817,Mount Road ATM,SATURDAY,NH,H,WHH,5,3,2014,575158,992500
5822,Mount Road ATM,SUNDAY,NH,H,HHW,5,3,2014,575158,377300
5827,Mount Road ATM,MONDAY,NH,W,HWW,5,3,2014,748543,568400
5832,Mount Road ATM,TUESDAY,NH,W,WWW,5,3,2014,748543,609300
5837,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,3,2014,748543,833700
5842,Mount Road ATM,THURSDAY,NH,W,WWW,6,3,2014,748543,567800
5847,Mount Road ATM,FRIDAY,NH,W,WWH,6,3,2014,748543,373400
5852,Mount Road ATM,SATURDAY,NH,H,WHH,6,3,2014,748543,1126600
5857,Mount Road ATM,SUNDAY,NH,H,HHH,6,3,2014,748543,415300
5862,Mount Road ATM,MONDAY,H,H,HHW,7,3,2014,642072,1272400
5867,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,4,2014,642072,192700
5872,Mount Road ATM,THURSDAY,NH,W,WWW,1,4,2014,642072,1006500
5877,Mount Road ATM,FRIDAY,NH,W,WWH,1,4,2014,642072,948100
5882,Mount Road ATM,SATURDAY,NH,H,WHH,1,4,2014,642072,772600
5886,Mount Road ATM,SUNDAY,NH,H,HHW,2,4,2014,642072,605100
5890,Mount Road ATM,MONDAY,NH,W,HWW,2,4,2014,799567,721300
5895,Mount Road ATM,TUESDAY,NH,W,WWW,2,4,2014,799567,814200
5899,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,4,2014,799567,741800
5903,Mount Road ATM,THURSDAY,NH,W,WWW,2,4,2014,799567,668000
5907,Mount Road ATM,FRIDAY,NH,W,WWH,3,4,2014,799567,535900
5911,Mount Road ATM,SATURDAY,NH,H,WHH,3,4,2014,799567,768600
5916,Mount Road ATM,SUNDAY,H,H,HHH,3,4,2014,799567,546200
5921,Mount Road ATM,MONDAY,H,H,HHW,3,4,2014,685143,356800
5926,Mount Road ATM,TUESDAY,NH,W,HWW,3,4,2014,685143,706700
5931,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,4,2014,685143,525700
5936,Mount Road ATM,THURSDAY,NH,W,WWH,4,4,2014,685143,706300
5941,Mount Road ATM,FRIDAY,C,H,WHH,4,4,2014,685143,560300
5946,Mount Road ATM,SATURDAY,NH,H,HHH,4,4,2014,685143,604900
5951,Mount Road ATM,SUNDAY,NH,H,HHW,4,4,2014,685143,405500
5956,Mount Road ATM,MONDAY,NH,W,HWW,5,4,2014,552315,1057300
5961,Mount Road ATM,TUESDAY,NH,W,WWW,5,4,2014,552315,641300
5966,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,4,2014,552315,383300
5971,Mount Road ATM,THURSDAY,NH,W,WWW,5,4,2014,552315,177300
5976,Mount Road ATM,FRIDAY,NH,W,WWH,5,4,2014,552315,699700
5981,Mount Road ATM,SATURDAY,NH,H,WHH,6,4,2014,552315,427600
5986,Mount Road ATM,SUNDAY,NH,H,HHW,6,4,2014,552315,428500
5991,Mount Road ATM,MONDAY,NH,W,HWW,6,4,2014,545000,531600
5996,Mount Road ATM,TUESDAY,NH,W,WWW,6,4,2014,545000,344600
6001,Mount Road ATM,WEDNESDAY,NH,W,WWH,6,4,2014,545000,1063800
6006,Mount Road ATM,THURSDAY,N,H,WHW,1,5,2014,545000,438300
6011,Mount Road ATM,FRIDAY,NH,W,HWH,1,5,2014,545000,883100
6016,Mount Road ATM,SATURDAY,NH,H,WHH,1,5,2014,545000,925300
6021,Mount Road ATM,SUNDAY,NH,H,HHW,1,5,2014,545000,459500
6026,Mount Road ATM,MONDAY,NH,W,HWW,1,5,2014,663743,1022100
6031,Mount Road ATM,TUESDAY,NH,W,WWW,2,5,2014,663743,604500
6036,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,5,2014,663743,740300
6041,Mount Road ATM,THURSDAY,NH,W,WWW,2,5,2014,663743,850400
6046,Mount Road ATM,FRIDAY,NH,W,WWH,2,5,2014,663743,493300
6051,Mount Road ATM,SATURDAY,NH,H,WHH,2,5,2014,663743,916900
6056,Mount Road ATM,SUNDAY,NH,H,HHW,3,5,2014,663743,286500
6061,Mount Road ATM,MONDAY,NH,W,HWW,3,5,2014,702000,660100
6066,Mount Road ATM,TUESDAY,NH,W,WWW,3,5,2014,702000,782500
6071,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,5,2014,702000,613100
6076,Mount Road ATM,THURSDAY,NH,W,WWW,3,5,2014,702000,475200
6081,Mount Road ATM,FRIDAY,NH,W,WWH,4,5,2014,702000,370000
6086,Mount Road ATM,SATURDAY,NH,H,WHH,4,5,2014,702000,713800
6091,Mount Road ATM,SUNDAY,NH,H,HHW,4,5,2014,702000,326600
6096,Mount Road ATM,MONDAY,NH,W,HWW,4,5,2014,563043,926800
6101,Mount Road ATM,TUESDAY,NH,W,WWW,4,5,2014,563043,683100
6106,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,5,2014,563043,520800
6111,Mount Road ATM,THURSDAY,NH,W,WWW,5,5,2014,563043,642300
6116,Mount Road ATM,FRIDAY,NH,W,WWH,5,5,2014,563043,603700
6121,Mount Road ATM,SATURDAY,NH,H,WHH,5,5,2014,563043,625900
6126,Mount Road ATM,SUNDAY,NH,H,HHW,5,5,2014,563043,353100
6131,Mount Road ATM,MONDAY,NH,W,HWW,6,5,2014,622243,515500
6136,Mount Road ATM,TUESDAY,NH,W,WWW,6,5,2014,622243,594300
6141,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,5,2014,622243,744800
6146,Mount Road ATM,THURSDAY,NH,W,WWW,6,5,2014,622243,1033900
6151,Mount Road ATM,FRIDAY,NH,W,WWH,6,5,2014,622243,899300
6156,Mount Road ATM,SATURDAY,NH,H,WHH,7,5,2014,622243,1089200
6161,Mount Road ATM,SUNDAY,NH,H,HHW,1,6,2014,622243,773100
6166,Mount Road ATM,MONDAY,NH,W,HWW,1,6,2014,807158,1130100
6171,Mount Road ATM,TUESDAY,NH,W,WWW,1,6,2014,807158,766600
6176,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,6,2014,807158,869800
6181,Mount Road ATM,THURSDAY,NH,W,WWW,1,6,2014,807158,614700
6186,Mount Road ATM,FRIDAY,NH,W,WWH,2,6,2014,807158,945300
6191,Mount Road ATM,SATURDAY,NH,H,WHH,2,6,2014,807158,898900
6196,Mount Road ATM,SUNDAY,NH,H,HHW,2,6,2014,807158,689500
6201,Mount Road ATM,MONDAY,NH,W,HWW,2,6,2014,844986,722800
6206,Mount Road ATM,TUESDAY,NH,W,WWW,2,6,2014,844986,629800
6211,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,6,2014,844986,685300
6216,Mount Road ATM,THURSDAY,NH,W,WWW,3,6,2014,844986,635800
6221,Mount Road ATM,FRIDAY,NH,W,WWH,3,6,2014,844986,547100
6226,Mount Road ATM,SATURDAY,NH,H,WHH,3,6,2014,844986,763700
6231,Mount Road ATM,SUNDAY,NH,H,HHW,3,6,2014,844986,401100
6236,Mount Road ATM,MONDAY,NH,W,HWW,4,6,2014,626515,788500
6241,Mount Road ATM,TUESDAY,NH,W,WWW,4,6,2014,626515,288500
6246,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,6,2014,626515,721900
6251,Mount Road ATM,THURSDAY,NH,W,WWW,4,6,2014,626515,482600
6256,Mount Road ATM,FRIDAY,NH,W,WWH,4,6,2014,626515,859800
6261,Mount Road ATM,SATURDAY,NH,H,WHH,5,6,2014,626515,669400
6266,Mount Road ATM,SUNDAY,NH,H,HHW,5,6,2014,626515,397200
6271,Mount Road ATM,MONDAY,NH,W,HWW,5,6,2014,601129,606000
6276,Mount Road ATM,TUESDAY,NH,W,WWW,5,6,2014,601129,707300
6281,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,6,2014,601129,765600
6286,Mount Road ATM,THURSDAY,NH,W,WWW,6,6,2014,601129,624000
6291,Mount Road ATM,FRIDAY,NH,W,WWH,6,6,2014,601129,735500
6296,Mount Road ATM,SATURDAY,NH,H,WHH,6,6,2014,601129,799500
6301,Mount Road ATM,SUNDAY,NH,H,HHW,6,6,2014,601129,387000
6306,Mount Road ATM,MONDAY,NH,W,HWW,6,6,2014,660700,1360200
6311,Mount Road ATM,TUESDAY,NH,W,WWW,1,7,2014,660700,801000
6316,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,7,2014,660700,1179400
6321,Mount Road ATM,THURSDAY,NH,W,WWW,1,7,2014,660700,1000800
6326,Mount Road ATM,FRIDAY,NH,W,WWH,1,7,2014,660700,990700
6331,Mount Road ATM,SATURDAY,NH,H,WHH,1,7,2014,660700,1111100
6336,Mount Road ATM,SUNDAY,NH,H,HHW,2,7,2014,660700,604600
6341,Mount Road ATM,MONDAY,NH,W,HWW,2,7,2014,1006829,1256300
6346,Mount Road ATM,TUESDAY,NH,W,WWW,2,7,2014,1006829,659300
6351,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,7,2014,1006829,822000
6356,Mount Road ATM,THURSDAY,NH,W,WWW,2,7,2014,1006829,711500
6361,Mount Road ATM,FRIDAY,NH,W,WWH,3,7,2014,1006829,903200
6366,Mount Road ATM,SATURDAY,NH,H,WHH,3,7,2014,1006829,1050300
6371,Mount Road ATM,SUNDAY,NH,H,HHW,3,7,2014,1006829,384500
6376,Mount Road ATM,MONDAY,NH,W,HWW,3,7,2014,826729,606100
6381,Mount Road ATM,TUESDAY,NH,W,WWW,3,7,2014,826729,657700
6386,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,7,2014,826729,572200
6391,Mount Road ATM,THURSDAY,NH,W,WWW,4,7,2014,826729,563300
6396,Mount Road ATM,FRIDAY,NH,W,WWH,4,7,2014,826729,525400
6401,Mount Road ATM,SATURDAY,NH,H,WHH,4,7,2014,826729,946800
6406,Mount Road ATM,SUNDAY,NH,H,HHW,4,7,2014,826729,529300
6411,Mount Road ATM,MONDAY,NH,W,HWW,5,7,2014,628686,926800
6416,Mount Road ATM,TUESDAY,NH,W,WWW,5,7,2014,628686,608600
6421,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,7,2014,628686,646300
6426,Mount Road ATM,THURSDAY,NH,W,WWW,5,7,2014,628686,664300
6431,Mount Road ATM,FRIDAY,NH,W,WWH,5,7,2014,628686,732500
6436,Mount Road ATM,SATURDAY,NH,H,WHH,6,7,2014,628686,1063600
6441,Mount Road ATM,SUNDAY,NH,H,HHW,6,7,2014,628686,388700
6446,Mount Road ATM,MONDAY,NH,W,HWH,6,7,2014,718686,651200
6451,Mount Road ATM,TUESDAY,M,H,WHW,6,7,2014,718686,368500
6456,Mount Road ATM,WEDNESDAY,NH,W,HWW,6,7,2014,718686,839100
6461,Mount Road ATM,THURSDAY,NH,W,WWW,7,7,2014,718686,963800
6466,Mount Road ATM,FRIDAY,NH,W,WWH,1,8,2014,718686,1058400
6471,Mount Road ATM,SATURDAY,NH,H,WHH,1,8,2014,718686,952100
6476,Mount Road ATM,SUNDAY,NH,H,HHW,1,8,2014,718686,506600
6481,Mount Road ATM,MONDAY,NH,W,HWW,1,8,2014,762815,729500
6486,Mount Road ATM,TUESDAY,NH,W,WWW,1,8,2014,762815,779600
6491,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,8,2014,762815,861200
6496,Mount Road ATM,THURSDAY,NH,W,WWW,2,8,2014,762815,859200
6501,Mount Road ATM,FRIDAY,NH,W,WWH,2,8,2014,762815,841900
6506,Mount Road ATM,SATURDAY,NH,H,WHH,2,8,2014,762815,1004500
6510,Mount Road ATM,SUNDAY,NH,H,HHW,2,8,2014,762815,543700
6515,Mount Road ATM,MONDAY,NH,W,HWW,3,8,2014,802800,867700
6520,Mount Road ATM,TUESDAY,NH,W,WWW,3,8,2014,802800,666800
6525,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,8,2014,802800,437000
6530,Mount Road ATM,THURSDAY,NH,W,WWH,3,8,2014,802800,831500
6535,Mount Road ATM,FRIDAY,N,H,WHH,3,8,2014,802800,427200
6540,Mount Road ATM,SATURDAY,NH,H,HHH,4,8,2014,802800,506300
6545,Mount Road ATM,SUNDAY,H,H,HHW,4,8,2014,802800,410100
6550,Mount Road ATM,MONDAY,NH,W,HWW,4,8,2014,592372,639100
6555,Mount Road ATM,TUESDAY,NH,W,WWW,4,8,2014,592372,540300
6560,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,8,2014,592372,675200
6565,Mount Road ATM,THURSDAY,NH,W,WWW,5,8,2014,592372,552100
6570,Mount Road ATM,FRIDAY,NH,W,WWH,5,8,2014,592372,419600
6575,Mount Road ATM,SATURDAY,NH,H,WHH,5,8,2014,592372,589600
6580,Mount Road ATM,SUNDAY,NH,H,HHW,5,8,2014,592372,211600
6585,Mount Road ATM,MONDAY,NH,W,HWW,5,8,2014,518215,693200
6590,Mount Road ATM,TUESDAY,NH,W,WWW,6,8,2014,518215,703000
6595,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,8,2014,518215,641600
6600,Mount Road ATM,THURSDAY,NH,W,WWH,6,8,2014,518215,648000
6605,Mount Road ATM,FRIDAY,H,H,WHH,6,8,2014,518215,362300
6610,Mount Road ATM,SATURDAY,NH,H,HHH,6,8,2014,518215,942900
6615,Mount Road ATM,SUNDAY,NH,H,HHW,7,8,2014,518215,549900
6620,Mount Road ATM,MONDAY,NH,W,HWW,1,9,2014,648700,983000
6625,Mount Road ATM,TUESDAY,NH,W,WWW,1,9,2014,648700,892500
6630,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,9,2014,648700,968300
6635,Mount Road ATM,THURSDAY,NH,W,WWW,1,9,2014,648700,997500
6640,Mount Road ATM,FRIDAY,NH,W,WWH,1,9,2014,648700,860600
6645,Mount Road ATM,SATURDAY,NH,H,WHH,2,9,2014,648700,862800
6650,Mount Road ATM,SUNDAY,NH,H,HHW,2,9,2014,648700,501400
6655,Mount Road ATM,MONDAY,NH,W,HWW,2,9,2014,866586,809800
6660,Mount Road ATM,TUESDAY,NH,W,WWW,2,9,2014,866586,847500
6665,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,9,2014,866586,871700
6670,Mount Road ATM,THURSDAY,NH,W,WWW,3,9,2014,866586,667600
6675,Mount Road ATM,FRIDAY,NH,W,WWH,3,9,2014,866586,430600
6680,Mount Road ATM,SATURDAY,NH,H,WHH,3,9,2014,866586,494100
6685,Mount Road ATM,SUNDAY,NH,H,HHW,3,9,2014,866586,378800
6690,Mount Road ATM,MONDAY,NH,W,HWW,3,9,2014,642872,736400
6695,Mount Road ATM,TUESDAY,NH,W,WWW,4,9,2014,642872,421200
6700,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,9,2014,642872,686500
6705,Mount Road ATM,THURSDAY,NH,W,WWW,4,9,2014,642872,618700
6710,Mount Road ATM,FRIDAY,NH,W,WWH,4,9,2014,642872,667200
6715,Mount Road ATM,SATURDAY,NH,H,WHH,4,9,2014,642872,716500
6720,Mount Road ATM,SUNDAY,NH,H,HHW,5,9,2014,642872,307300
6725,Mount Road ATM,MONDAY,NH,W,HWW,5,9,2014,593400,473200
6730,Mount Road ATM,TUESDAY,NH,W,WWW,5,9,2014,593400,547300
6735,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,9,2014,593400,815100
6740,Mount Road ATM,THURSDAY,NH,W,WWW,5,9,2014,593400,758300
6745,Mount Road ATM,FRIDAY,NH,W,WWH,6,9,2014,593400,591300
6750,Mount Road ATM,SATURDAY,NH,H,WHH,6,9,2014,593400,462000
6755,Mount Road ATM,SUNDAY,NH,H,HHW,6,9,2014,593400,449700
6760,Mount Road ATM,MONDAY,NH,W,HWW,6,9,2014,585272,960400
6765,Mount Road ATM,TUESDAY,NH,W,WWW,6,9,2014,585272,1141800
6770,Mount Road ATM,WEDNESDAY,NH,W,WWH,1,10,2014,585272,1141300
6775,Mount Road ATM,THURSDAY,N,H,WHH,1,10,2014,585272,899300
6779,Mount Road ATM,FRIDAY,H,H,HHH,1,10,2014,585272,677500
6783,Mount Road ATM,SATURDAY,NH,H,HHH,1,10,2014,585272,974500
6788,Mount Road ATM,SUNDAY,M,H,HHW,1,10,2014,585272,631300
6792,Mount Road ATM,MONDAY,NH,W,HWW,2,10,2014,918015,589700
6797,Mount Road ATM,TUESDAY,NH,W,WWW,2,10,2014,918015,916300
6802,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,10,2014,918015,899500
6807,Mount Road ATM,THURSDAY,NH,W,WWW,2,10,2014,918015,806400
6812,Mount Road ATM,FRIDAY,NH,W,WWH,2,10,2014,918015,734400
6817,Mount Road ATM,SATURDAY,NH,H,WHH,3,10,2014,918015,818600
6822,Mount Road ATM,SUNDAY,NH,H,HHW,3,10,2014,918015,597400
6827,Mount Road ATM,MONDAY,NH,W,HWW,3,10,2014,766043,917200
6832,Mount Road ATM,TUESDAY,NH,W,WWW,3,10,2014,766043,591700
6837,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,10,2014,766043,778400
